docno,text,education,company,title,period,qid,score
53,● Led a team to research the most based and far-out applications in data analyst/scientist field based on industries.,"[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""CS"", ""period"": ""2020 \u2013 2021""}, {""school"": ""University of California, Los Angeles"", ""degree"": ""Bachelor of Applied Science - BASc"", ""major"": ""Statistics"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Irvine Valley College"", ""degree"": ""Bachelor's degree"", ""major"": ""Math"", ""period"": ""2014 \u2013 2016""}]",Data Application Lab Full-time,Data Analyst,Jul 2019 – Sep 2019,1,-1
54,"● Based on researching program, we used R or Python to develop more than 40 projects as data challenges of real-world application. The real-world applications enhanced 10%~15% of students find a data relative job after Bootcamp.","[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""CS"", ""period"": ""2020 \u2013 2021""}, {""school"": ""University of California, Los Angeles"", ""degree"": ""Bachelor of Applied Science - BASc"", ""major"": ""Statistics"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Irvine Valley College"", ""degree"": ""Bachelor's degree"", ""major"": ""Math"", ""period"": ""2014 \u2013 2016""}]",Data Application Lab Full-time,Data Analyst,Jul 2019 – Sep 2019,1,-1
55,"● As teaching assistant reviewed student's real-world application projects and presentation gave some feedbacks/suggestions and trained student's R, python, SQL though TA sessions. Also, developed and maintained technique questions bank.","[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""CS"", ""period"": ""2020 \u2013 2021""}, {""school"": ""University of California, Los Angeles"", ""degree"": ""Bachelor of Applied Science - BASc"", ""major"": ""Statistics"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Irvine Valley College"", ""degree"": ""Bachelor's degree"", ""major"": ""Math"", ""period"": ""2014 \u2013 2016""}]",Data Application Lab Full-time,Data Analyst,Jul 2019 – Sep 2019,1,2
56,"● Development of courseware & editing course textbooks and lecture and assisting teachers with the basic courses of data mining, preparation, visualization, algorithm, machine learning, A/B testing and probability & Statistics.","[{""school"": ""UC Irvine"", ""degree"": ""Master's degree"", ""major"": ""CS"", ""period"": ""2020 \u2013 2021""}, {""school"": ""University of California, Los Angeles"", ""degree"": ""Bachelor of Applied Science - BASc"", ""major"": ""Statistics"", ""period"": ""2016 \u2013 2018""}, {""school"": ""Irvine Valley College"", ""degree"": ""Bachelor's degree"", ""major"": ""Math"", ""period"": ""2014 \u2013 2016""}]",Data Application Lab Full-time,Data Analyst,Jul 2019 – Sep 2019,1,-1
57,"Expand the customer service management systems, analysis the usage of the product, reducing manual workload for Service data technicians and operators.","[{""school"": ""Cornell University"", ""degree"": ""Master of Science - MS"", ""major"": ""Chemical Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Tianjin University"", ""degree"": ""Master of Engineering - MEng"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Tianjin University"", ""degree"": ""Bachelor's degree"", ""major"": ""Chemical Engineering"", ""period"": ""2016 \u2013 2020""}]",MokaHR Internship,Java Backend Intern,Apr 2021 – Jun 2021,1,-1
58,Expand the clock recording section in the field of absence service to get the statistics of the clock record with the different scopes.,"[{""school"": ""Cornell University"", ""degree"": ""Master of Science - MS"", ""major"": ""Chemical Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Tianjin University"", ""degree"": ""Master of Engineering - MEng"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Tianjin University"", ""degree"": ""Bachelor's degree"", ""major"": ""Chemical Engineering"", ""period"": ""2016 \u2013 2020""}]",MokaHR Internship,Java Backend Intern,Apr 2021 – Jun 2021,1,-1
59,Developed a health check platform in the field of on-boarding service to filter the wrong data in the database.,"[{""school"": ""Cornell University"", ""degree"": ""Master of Science - MS"", ""major"": ""Chemical Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""Tianjin University"", ""degree"": ""Master of Engineering - MEng"", ""major"": ""Computer Science"", ""period"": ""2020 \u2013 2021""}, {""school"": ""Tianjin University"", ""degree"": ""Bachelor's degree"", ""major"": ""Chemical Engineering"", ""period"": ""2016 \u2013 2020""}]",MokaHR Internship,Java Backend Intern,Apr 2021 – Jun 2021,1,1
60,- Deployed Kubernetes and HDFS in sandbox and used POSIX API to mount Hadoop in VFS through Alluxio-FUSE.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",eBay Internship,Software Engineer Intern,Mar 2021 – Jul 2021,1,1
61,"- Verified the system feasibility, debugged Alluxio source code and prompted three system designs to solve kernel permission problems when Alluxio runs on production Kubernetes.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",eBay Internship,Software Engineer Intern,Mar 2021 – Jul 2021,1,-1
62,"- Formulated new Alluxio data layer solution in AI platform, which simplified the way to read files from HDFS. It greatly improved first reading efficiency by 10% and repeated reading efficiency by over 50%.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",eBay Internship,Software Engineer Intern,Mar 2021 – Jul 2021,1,-1
63,"- Developed RESTful API for error destination to store missed messages and retry to route based on Springboot, MyBatis, MySQL, Redis and Thread Pool, which reduced missed messages from 3000 to 100 each hour.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",百度 Internship,Java Software Engineer Intern,Sep 2020 – Mar 2021,1,2
64,"- Increased the branch coverage of Unit Tests and Logic Integration Tests by Junit and Mockito from 25% to 75%, which checked the validity of the business code and revised logical errors.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",百度 Internship,Java Software Engineer Intern,Sep 2020 – Mar 2021,1,-1
65,"- Fixed logical bugs like accidental Kafka certificate deletion and added quota limitation for billing statistics, which decreased server crash time from 1 hour a week to 30 minutes.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",百度 Internship,Java Software Engineer Intern,Sep 2020 – Mar 2021,1,-1
66,- Routed and dispatched messages in coordinator module via Consistent Hash and upgraded gRPC with protobuf from one-way blocking to bidirectional streaming. This increased message routing speed from 700 mps to 1000 mps and significantly optimized system throughput over 40%.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",百度 Internship,Java Software Engineer Intern,Sep 2020 – Mar 2021,1,-1
67,- Configured monitoring in IoT Core Platform based on Prometheus and set alarm strategies by RegEx. Processed log priority based on log4j2 which made it easier to filter useful error logs,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",百度 Internship,Java Software Engineer Intern,Sep 2020 – Mar 2021,1,-1
68,- Researched and designed a tool to generate the accurate flighting expressions in .ini files via C# and .NET framework.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",微软 Internship,Software Engineer Intern,Jun 2020 – Sep 2020,1,-1
69,- Deserialized .blob config files for ECS/Cerberus backend server to JSON.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",微软 Internship,Software Engineer Intern,Jun 2020 – Sep 2020,1,-1
70,- Extracted flighting configuration expressions according to schema in .bond files.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",微软 Internship,Software Engineer Intern,Jun 2020 – Sep 2020,1,1
71,"- The tools directly generated the correct information, limited to 5 minutes by manual search which greatly improved the efficiency of on call detection.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",微软 Internship,Software Engineer Intern,Jun 2020 – Sep 2020,1,-1
72,"• Designed and tested Restful API, developed a general-purpose Servlet and Abstract Class for resources CRUD by Spring, Strategy Pattern, JDBC, MySQL, Jetty and etc.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",IKD Co. LTD 爱柯迪股份有限公司 Internship,Information Technology intern,Jan 2018 – Feb 2018,1,2
73,"• Implemented data models with MySQL to meet the ERP, MES system demand.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",IKD Co. LTD 爱柯迪股份有限公司 Internship,Information Technology intern,Jan 2018 – Feb 2018,1,2
74,• Developed a simple web application that enables administrators and users to check the daily production data in factory by AWS.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",IKD Co. LTD 爱柯迪股份有限公司 Internship,Information Technology intern,Jan 2018 – Feb 2018,1,-1
75,"• Deployed static resources (HTML, CSS, js) user interface for displaying different data type on AWS Amplify Console and realized a RESTful web service to submit the request and display the results.","[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",IKD Co. LTD 爱柯迪股份有限公司 Internship,Information Technology intern,Jan 2018 – Feb 2018,1,-1
76,• Provides a persistence layer in DynamoDB and data can be stored by the API's Lambda function.,"[{""school"": ""University of Southern California"", ""degree"": ""Master's degree"", ""major"": ""Computer Engineering"", ""period"": ""2019 \u2013 2022""}, {""school"": ""Wuhan University of Technology"", ""degree"": ""Bachelor's degree"", ""major"": ""Automation"", ""period"": ""2015 \u2013 2019""}]",IKD Co. LTD 爱柯迪股份有限公司 Internship,Information Technology intern,Jan 2018 – Feb 2018,1,1
77,• Designed and backported Linux SDC driver to support SD3.0 spec which supports voltage switch to reduce 45% power consumption and SDR25 to increase 70% transmission speed.,"[{""school"": ""UC San Diego"", ""degree"": ""Master of Science - MS"", ""major"": ""Electrical and Computer Engineering"", ""period"": ""2021 \u2013 2023""}, {""school"": ""National Tsing Hua University"", ""degree"": ""Bachelor of Science - BS"", ""major"": ""Electrical and Electronics Engineering"", ""period"": ""2015 \u2013 2019""}]",Augentix Inc. Full-time,Software Engineer,Aug 2020 – Aug 2021,1,-1
